TMTID(VTM),FSN,CHANGEDATE
1188145,icosapent ethyl (VTM),20210429
221692,idarubicin hydrochloride (VTM),20130627
1016416,idarucizumab (VTM),20170929
806249,idursulfase (VTM),20140602
221709,ifosfamide (VTM),20130627
221713,iloprost (VTM),20130627
221721,imatinib (VTM),20130627
1211799,imdevimab (VTM),20211202
964321,imidafenacin (VTM),20151207
221732,imidapril hydrochloride (VTM),20130627
721382,imiglucerase (VTM),20140118
650722,imipramine hydrochloride (VTM),20131005
642788,imiquimod (VTM),20131005
1260342,inclisiran (VTM),20230401
398471,indacaterol (VTM),20130805
331546,indapamide (VTM),20130805
963993,indapamide + perindopril arginine (VTM),20151206
975834,indapamide + perindopril erbumine (VTM),20160305
888878,indigo carmine (VTM),20150202
658391,indinavir (VTM),20131102
221750,indobufen (VTM),20130627
717992,indocyanine green (VTM),20140118
999852,indometacin (VTM),20161203
839694,indometacin + levomenthol (VTM),20140817
292562,indometacin + metamizole (VTM),20130805
437343,indometacin + methocarbamol (VTM),20130805
352641,indometacin + phenylbutazone (VTM),20130805
221778,infliximab (VTM),20130627
1130545,"influenza type A virus vaccine, A/Brisbane/02/2018 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Kansas/14/2017 (H3N2)-like virus + influenza type B virus vaccine, B/Colorado/06/2017-like virus (VTM)",20191115
1130316,"influenza type A virus vaccine, A/Brisbane/02/2018 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Kansas/14/2017 (H3N2)-like virus + influenza type B virus vaccine, B/Colorado/06/2017-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus (VTM)",20191102
1138298,"influenza type A virus vaccine, A/Brisbane/02/2018 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/South Australia/34/2019 (H3N2)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus + influenza type B virus vaccine, B/Washington/02/2019-like virus (VTM)",20200227
1141356,"influenza type A virus vaccine, A/Brisbane/02/2018 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/South Australia/34/2019 (H3N2)-like virus + influenza type B virus vaccine, B/Washington/02/2019-like virus (VTM)",20200404
1134157,"influenza type A virus vaccine, A/Brisbane/02/2018 IVR-190 (H1N1) + influenza type A virus vaccine, A/Kansas/14/2017 NYMC X-327 (H3N2) + influenza type B virus vaccine, B/Maryland/15/2016 NYMC BX-69A (VTM)",20191212
1121245,"influenza type A virus vaccine, A/Brisbane/02/2018(H1N1)pdm09-like virus + influenza type A virus vaccine, A/Kansas/14/2017(H3N2)-like virus + influenza type B virus vaccine, B/Colorado/06/2017-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus (VTM)",20190803
1128272,"influenza type A virus vaccine, A/Brisbane/02/2018, IVR-190(H1N1)-like virus + influenza type A virus vaccine, A/Kansas/14/2017, IVR-195(H3N2)-like virus + influenza type B virus vaccine, B/Maryland/15/2016-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus (VTM)",20191019
960759,"influenza type A virus vaccine, A/California/7/2009 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Switzerland/9715293/2013 (H3N2)-like virus + influenza type B virus vaccine, B/Brisbane/60/2008-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus (VTM)",20151005
668571,"influenza type A virus vaccine, A/California/7/2009 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Switzerland/9715293/2013 (H3N2)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus (VTM)",20131130
1208544,"influenza type A virus vaccine, A/Cambodia/e0826360/2020 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/2570/2019 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus + influenza type B virus vaccine, B/Washington/02/2019-like virus (VTM)",20211110
1327048,"influenza type A virus vaccine, A/Croatia/10136RV/2023 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/4897/2022 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Michigan/01/2021 + influenza type B virus vaccine, B/Phuket/3073/2013 (B/Yamagata lineage)-like virus (VTM)",20250313
1261082,"influenza type A virus vaccine, A/Darwin/9/2021 (H3N2)-like virus + influenza type A virus vaccine, A/Sydney/5/2021 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Austria/1359417/2021 (B/Victoria lineage)-like virus (VTM)",20230412
1261665,"influenza type A virus vaccine, A/Darwin/9/2021 (H3N2)-like virus + influenza type A virus vaccine, A/Sydney/5/2021 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Austria/1359417/2021 (B/Victoria lineage)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013 (B/Yamagata lineage)-like virus (VTM)",20230412
1236452,"influenza type A virus vaccine, A/Darwin/9/2021 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/2570/2019 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Austria/1359417/2021 (B/Victoria lineage)-like virus (VTM)",20220514
1237749,"influenza type A virus vaccine, A/Darwin/9/2021 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/2570/2019 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Austria/1359417/2021 (B/Victoria lineage)-like virus + influenza type B virus vaccine, B/Austria/1359417/2021-like virus + influenza type B virus vaccine, B/Phuket/3073/2013 (B/Yamagata lineage)-like virus (VTM)",20220602
1234534,"influenza type A virus vaccine, A/Darwin/9/2021 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/2570/2019 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Austria/1359417/2021 (B/Victoria lineage)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013 (B/Yamagata lineage)-like virus (VTM)",20220514
1286019,"influenza type A virus vaccine, A/Darwin/9/2021 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/4897/2022 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Austria/1359417/2021 (B/Victoria lineage)-like virus (VTM)",20231013
1286493,"influenza type A virus vaccine, A/Darwin/9/2021 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/4897/2022 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Austria/1359417/2021 (B/Victoria lineage)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013 (B/Yamagata lineage)-like virus (VTM)",20231013
1278866,"influenza type A virus vaccine, A/Darwin/9/2021 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/4897/2022 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Michigan/01/2021 + influenza type B virus vaccine, B/Phuket/3073/2013 (B/Yamagata lineage)-like virus (VTM)",20230805
1158590,"influenza type A virus vaccine, A/Guangdong-Maonan/SWL1536/2019 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Hong Kong/2671/2019 (H3N2)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus + influenza type B virus vaccine, B/Washington/02/2019-like virus (VTM)",20200815
1162595,"influenza type A virus vaccine, A/Guangdong-Maonan/SWL1536/2019 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Hong Kong/2671/2019 (H3N2)-like virus + influenza type B virus vaccine, B/Washington/02/2019-like virus (VTM)",20201002
1160125,"influenza type A virus vaccine, A/Guangdong-Maonan/SWL1536/2019 CNIC-1909 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Hong Kong/2671/2019 NIB-121 (H3N2)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus + influenza type B virus vaccine, B/Washington/02/2019-like virus (VTM)",20200904
1182957,"influenza type A virus vaccine, A/Hong Kong/2671/2019 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/2570/2019 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus + influenza type B virus vaccine, B/Washington/02/2019-like virus (VTM)",20210331
1183284,"influenza type A virus vaccine, A/Hong Kong/2671/2019 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/2570/2019 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Washington/02/2019-like virus (VTM)",20210331
1188317,"influenza type A virus vaccine, A/Hong Kong/2671/2019 IVR-208 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/2570/2019 IVR-215 (H1N1)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013(B linaje Yamagata)-like virus + influenza type B virus vaccine, B/Washington/02/2019(B (VTM)",20210429
1001899,"influenza type A virus vaccine, A/Hong Kong/4801/2014 (H3N2)-like virus + influenza type A virus vaccine, A/Michigan/45/2015 (H1N1)pdm09 -like virus + influenza type B virus vaccine, B/Brisbane/60/2008-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus (VTM)",20161231
1007946,"influenza type A virus vaccine, A/Hong Kong/4801/2014 (H3N2)-like virus + influenza type A virus vaccine, A/Michigan/45/2015 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Brisbane/60/2008-like virus (VTM)",20170514
1009799,"influenza type A virus vaccine, A/Hong Kong/4801/2014 (H3N2)-like virus + influenza type A virus vaccine, A/Michigan/45/2015 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Brisbane/60/2008-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus (VTM)",20170616
1196375,"influenza type A virus vaccine, A/Hongkong/2671/2019 NIB-121 (H3N2) + influenza type A virus vaccine, A/Victoria/2570/2019 IVR-215 (H1N1) + influenza type B virus vaccine, B/Phuket/3073/2013 + influenza type B virus vaccine, B/Washington/02/2019 (VTM)",20210731
1196265,"influenza type A virus vaccine, A/Hongkong/2671/2019 NIB-121 (H3N2) + influenza type A virus vaccine, A/Victoria/2570/2019 IVR-215 (H1N1) + influenza type B virus vaccine, B/Washington/02/2019 (VTM)",20210731
1102108,"influenza type A virus vaccine, A/Michigan/45/2015 (H1N1) pdm09-like strain + influenza type A virus vaccine, A/Switzerland/8060/2017 (H3N2)-like strain + influenza type B virus vaccine, B/Colorado/6/2017-like strain + influenza type B virus vaccine, B/Phuket/3073/2013-like strain (VTM)",20190315
1039684,"influenza type A virus vaccine, A/Michigan/45/2015 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Singapore/INFIMH-16-0019/2016 (H3N2)-like virus + influenza type A virus vaccine, B/Colorado/6/2017-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus (VTM)",20180926
1025873,"influenza type A virus vaccine, A/Michigan/45/2015 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Singapore/INFIMH-16-0019/2016 (H3N2)-like virus + influenza type B virus vaccine, B/Brisbane/60/2008-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus (VTM)",20180315
1027141,"influenza type A virus vaccine, A/Michigan/45/2015 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Singapore/INFIMH-16-0019/2016 (H3N2)-like virus + influenza type B virus vaccine,B/Phuket/3073/2013-like virus (VTM)",20180412
1106498,"influenza type A virus vaccine, A/Michigan/45/2015 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Switzerland/8060/2017 (H3N2)-like virus + influenza type B virus vaccine, B/Colorado/06/2017-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus (VTM)",20190411
1113240,"influenza type A virus vaccine, A/Michigan/45/2015 (H1N1)pdm09-like virus + influenza type A virus vaccine, A/Switzerland/8060/2017 (H3N2)-like virus + influenza type B virus vaccine,B/Colorado/06/2017-like virus (VTM)",20190516
1104329,"influenza type A virus vaccine, A/Michigan/45/2015 X-275 (H1N1)-like virus + influenza type A virus vaccine, A/Singapore/INFIMH-16-0019/2016 IVR 186 (H3N2)-like virus + influenza type B virus vaccine, B/Maryland/15/2016-like virus + influenza type B virus vaccine, B/Phuket/3073/2013-like virus (VTM)",20190331
1026890,"influenza type A virus vaccine, A/Michigan/45/2015 X-275 (H1N1)-like virus + influenza type A virus vaccine, A/Singapore/INFIMH-16-0019/2016 NIB-104 (H3N2)-like virus + influenza type B virus vaccine, B/Brisbane/60/2008(Victoria lineage)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013(Yamagata lineage)-like virus (VTM)",20180329
1040424,"influenza type A virus vaccine, A/Michigan/45/2015 X-275 (H1N1)-like virus + influenza type A virus vaccine, A/Singapore/INFIMH-16-0019/2016 NIB-104 (H3N2)-like virus + influenza type B virus vaccine, B/Maryland/15/2016 BX-69A (a B/Colorado/6/2017-virus, B Victoria lineage)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013(Yamagata lineage)-like virus (VTM)",20181010
1119665,"influenza type A virus vaccine, A/Michigan/45/2015 X-275 (H1N1)-like virus + influenza type A virus vaccine, A/Switzerland/8060/2017 (H3N2) + influenza type B virus vaccine, B/Maryland/15/2016 BX-69A (a B/Colorado/6/2017-virus, B Victoria lineage)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013(Yamagata lineage)-like virus (VTM)",20190714
1105886,"influenza type A virus vaccine, A/Michigan/45/2015(H1N1)pdm09-like strain (A/Singapore/GP1908/2015, IVR-180) + influenza type A virus vaccine, A/Switzerland/8060/2017 (H3N2)-like strain (A/Brisbane/1/2018, X-311) + influenza type B virus vaccine, B/Colorado/06/2017-like strain (B/Victoria/2/87 lineage) (B/Maryland/15/2016, wild type) (VTM)",20190411
1117729,"influenza type A virus vaccine, A/Michigan/45/2015(H1N1)pdm09-like strain + influenza type A virus vaccine, A/Switzerland/8060/2017 (H3N2)-like strain + influenza type B virus vaccine, B/Colorado/6/2017-like strain (VTM)",20190628
1110902,"influenza type A virus vaccine, A/Singapore/GP1908/2015, IVR-180 (H1N1)-like virus + influenza type A virus vaccine, A/Switzerland/8060/2017 NIB-112 (H3N2)-like virus + influenza type B virus vaccine, B/Maryland/15/2016 NYMC BX-69A-like virus (VTM)",20190504
1297656,"influenza type A virus vaccine, A/Thailand/8/2022 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/4897/2022 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Austria/1359417/2021 (B/Victoria lineage)-like virus (VTM)",20240501
1295653,"influenza type A virus vaccine, A/Thailand/8/2022 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/4897/2022 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Austria/1359417/2021 (B/Victoria lineage)-like virus + influenza type B virus vaccine, B/Phuket/3073/2013 (B/Yamagata lineage)-like virus (VTM)",20240412
1297930,"influenza type A virus vaccine, A/Thailand/8/2022 (H3N2)-like virus + influenza type A virus vaccine, A/Victoria/4897/2022 (H1N1)pdm09-like virus + influenza type B virus vaccine, B/Michigan/01/2021 + influenza type B virus vaccine, B/Phuket/3073/2013 (B/Yamagata lineage)-like virus (VTM)",20240501
696453,"influenza type A, H5N1 (chicken embryo cell) (VTM)",20140118
868854,"influenza, inactivated, whole virus (VTM)",20141123
685428,inosine pranobex (VTM),20140104
660236,insulin aspart (VTM),20131102
660132,insulin aspart + insulin aspart protamine (VTM),20131102
1022790,insulin aspart + insulin degludec (VTM),20180113
997026,insulin degludec (VTM),20161117
1125816,insulin degludec + liraglutide (VTM),20190913
659040,insulin detemir (VTM),20131102
658916,insulin glargine (VTM),20131102
1100865,insulin glargine + lixisenatide (VTM),20190302
655318,insulin glulisine (VTM),20131102
654774,insulin human (VTM),20131102
657724,insulin human + isophane insulin (VTM),20131102
658148,insulin lispro (VTM),20131102
658225,insulin lispro + insulin lispro protamine (VTM),20131102
221784,interferon alpha (VTM),20130627
221807,interferon alpha-2a (VTM),20130627
221811,interferon alpha-2b (VTM),20130627
221830,interferon beta-1a (VTM),20130627
221848,interferon beta-1b (VTM),20130627
829050,iobitridol (VTM),20140721
505843,iodine (VTM),20130830
