TMTID(GPP),FSN,CHANGEDATE
1072390,"benserazide 50 mg + levodopa 200 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1072255,"benserazide 50 mg + levodopa 200 mg tablet, 100 tablet (1 x 100 tablet bottle), 1 box (GPP)",20190216
1072414,"benserazide 50 mg + levodopa 200 mg tablet, 100 tablet (10 x 10 tablet strip), 1 box (GPP)",20190216
1072238,"benserazide 50 mg + levodopa 200 mg tablet, 100 tablet, 1 bottle (GPP)",20190216
1082389,"benzalkonium chloride 7 mg + diiodohydroxyquinoline 100 mg + nystatin 100000 iu vaginal tablet, 7 tablet (1 x 7 tablet strip), 1 box (GPP)",20190216
1082362,"benzalkonium chloride 7 mg + diiodohydroxyquinoline 100 mg + nystatin 100000 iu vaginal tablet, 7 tablet, 1 strip (GPP)",20190216
1070810,"benzbromarone 100 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1070834,"benzbromarone 100 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1203650,"benzocaine 1 g/100 g + hydrocortisone acetate 500 mg/100 g + zinc oxide 20 g/100 g ointment, 1 x 10 g tube, 1 box (GPP)",20210930
1203632,"benzocaine 1 g/100 g + hydrocortisone acetate 500 mg/100 g + zinc oxide 20 g/100 g ointment, 10 g tube (GPP)",20210930
1310908,"benzoic acid 5 g/100 mL + salicylic acid 3 g/100 mL + zinc oxide 1 g/100 mL cutaneous spray, solution, 60 mL bottle (GPP)",20241005
1258355,"benzoic acid 6 g/100 g + salicylic acid 3 g/100 g ointment, 10 g jar (GPP)",20230316
1185182,"benzoic acid 6 g/100 g + salicylic acid 3 g/100 g ointment, 12 x 15 g tube, 1 box (GPP)",20210331
1185169,"benzoic acid 6 g/100 g + salicylic acid 3 g/100 g ointment, 15 g tube (GPP)",20210331
1243163,"benzoic acid 6 g/100 g + salicylic acid 3 g/100 g ointment, 30 g jar (GPP)",20220915
1219628,"benzoic acid 6 g/100 g + salicylic acid 3 g/100 g ointment, 40 g jar (GPP)",20211216
1190510,"benzoyl peroxide 2.5 g/100 g gel, 1 x 10 g tube, 1 box (GPP)",20210604
1190497,"benzoyl peroxide 2.5 g/100 g gel, 10 g tube (GPP)",20210604
1190575,"benzoyl peroxide 5 g/100 g gel, 1 x 10 g tube, 1 box (GPP)",20210604
1190552,"benzoyl peroxide 5 g/100 g gel, 10 g tube (GPP)",20210604
1198141,"benzydamine hydrochloride 150 mg/100 mL gargle/mouthwash, 1 x 200 mL bottle, 1 box (GPP)",20210813
1228670,"benzydamine hydrochloride 150 mg/100 mL gargle/mouthwash, 100 mL bottle (GPP)",20220330
1198125,"benzydamine hydrochloride 150 mg/100 mL gargle/mouthwash, 200 mL bottle (GPP)",20210813
1163562,"benzydamine hydrochloride 150 mg/100 mL oromucosal spray, solution, 1 x 15 mL bottle, 1 box (GPP)",20210211
1163543,"benzydamine hydrochloride 150 mg/100 mL oromucosal spray, solution, 15 mL bottle (GPP)",20210211
1108900,"benzydamine hydrochloride 3 mg lozenge, 16 tablet (2 x 8 tablet blister), 1, 16 lozenge (2 x 8 lozenge blister), 1 box (GPP)",20240501
1297401,"benzydamine hydrochloride 3 mg lozenge, 8 lozenge blister (GPP)",20240501
1108888,"benzydamine hydrochloride 3 mg lozenge, 8 tablet, 1 blister (GPP)",20190411
1121104,"benzydamine hydrochloride 300 mg/100 mL oromucosal spray, solution, 15 mL bottle, 1 box (GPP)",20210211
1108447,"benzyl alcohol 6 mg + cetylpyridinium chloride 1.33 mg lozenge, 400 tablet (50 x 8 tablet sachet), 1 box (GPP)",20190411
1108423,"benzyl alcohol 6 mg + cetylpyridinium chloride 1.33 mg lozenge, 8 tablet, 1 sachet (GPP)",20190411
1246973,"benzyl benzoate 25 g/100 mL cutaneous emulsion, 180 mL bottle (GPP)",20221104
1295483,"benzyl benzoate 25 g/100 mL cutaneous emulsion, 60 mL bottle (GPP)",20240412
1182631,"benzyl benzoate 25 g/100 mL cutaneous suspension, 60 mL bottle (GPP)",20210331
1165634,"benzylpenicillin 5 MU powder for suspension for injection, 1 vial (GPP)",20201030
1165652,"benzylpenicillin 5 MU powder for suspension for injection, 50 vial (50 x 1 vial), 1 box (GPP)",20201030
1266209,"beraprost sodium 2 mcg/1 mL oral solution, 30 mL bottle (GPP)",20230617
1058805,"beraprost sodium 20 mcg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1058822,"beraprost sodium 20 mcg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1044914,"beroctocog alfa 1000 iu powder and solvent for solution for injection, 1 vial, 1 box (GPP)",20181217
1044895,"beroctocog alfa 500 iu powder and solvent for solution for injection, 1 vial, 1 box (GPP)",20181217
1261608,"betahistine dihydrochloride 16 mg tablet, 10 tablet, 1 blister (GPP)",20230412
1108045,"betahistine dihydrochloride 16 mg tablet, 10 tablet, 1 strip (GPP)",20190411
1109713,"betahistine dihydrochloride 16 mg tablet, 20 tablet, 1 blister (GPP)",20190411
1108066,"betahistine dihydrochloride 16 mg tablet, 30 tablet (3 x 10 tablet strip), 1 box (GPP)",20190411
1109732,"betahistine dihydrochloride 16 mg tablet, 60 tablet (3 x 20 tablet blister), 1 box (GPP)",20190411
1077812,"betahistine dihydrochloride 24 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1077831,"betahistine dihydrochloride 24 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1090294,"betahistine dihydrochloride 24 mg tablet, 20 tablet (1 x 20 tablet blister), 1 box (GPP)",20190216
1090273,"betahistine dihydrochloride 24 mg tablet, 20 tablet, 1 blister (GPP)",20190216
1090202,"betahistine mesilate 12 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1076184,"betahistine mesilate 12 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1076204,"betahistine mesilate 12 mg tablet, 100 tablet (10 x 10 tablet strip), 1 box (GPP)",20190216
1090225,"betahistine mesilate 12 mg tablet, 1000 tablet (100 x 10 tablet blister), 1 box (GPP)",20190216
1252180,"betahistine mesilate 12 mg tablet, 30 tablet (3 x 10 tablet strip), 1 box (GPP)",20230113
1223614,"betahistine mesilate 12 mg tablet, 500 tablet (50 x 10 tablet blister), 1 box (GPP)",20220303
1076227,"betahistine mesilate 6 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1076243,"betahistine mesilate 6 mg tablet, 100 tablet (10 x 10 tablet strip), 1 box (GPP)",20190216
1090256,"betahistine mesilate 6 mg tablet, 30 tablet (3 x 10 tablet strip), 1 box (GPP)",20190216
1223583,"betahistine mesilate 6 mg tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20220303
1182216,"betamethasone 100 mg/100 g + clotrimazole 1 g/100 g cream, 1 x 15 g tube, 1 box (GPP)",20210331
1182198,"betamethasone 100 mg/100 g + clotrimazole 1 g/100 g cream, 15 g tube (GPP)",20210331
1302194,"betamethasone 100 mg/100 g + clotrimazole 1 g/100 g cream, 450 g jar (GPP)",20240714
1251658,"betamethasone 100 mg/100 g + neomycin sulfate 330 mg/100 g cream, 1 x 15 g tube, 1 box (GPP)",20230113
1251636,"betamethasone 100 mg/100 g + neomycin sulfate 330 mg/100 g cream, 15 g tube (GPP)",20230113
1319527,"betamethasone 100 mg/100 g + neomycin sulfate 500 mg/100 g cream, 1 tube, 1 box (GPP)",20250118
1197337,"betamethasone 100 mg/100 g + neomycin sulfate 500 mg/100 g cream, 1 x 500 g jar, 1 box (GPP)",20211014
1182237,"betamethasone 100 mg/100 g + neomycin sulfate 500 mg/100 g cream, 15 g tube (GPP)",20250118
1045517,"betamethasone 100 mg/100 g + neomycin sulfate 500 mg/100 g cream, 15 g tube, 1 box (GPP)",20250118
1319504,"betamethasone 100 mg/100 g + neomycin sulfate 500 mg/100 g cream, 5 g tube (GPP)",20250118
1197316,"betamethasone 100 mg/100 g + neomycin sulfate 500 mg/100 g cream, 500 g jar (GPP)",20211014
1045538,"betamethasone 100 mg/100 g + neomycin sulfate 500 mg/100 g cream, 500 g jar, 1 box (GPP)",20210331
1045490,"betamethasone 100 mg/100 g cream, 1 x 15 g tube, 1 box (GPP)",20221202
1050800,"betamethasone 100 mg/100 g cream, 1 x 5 g tube, 1 box (GPP)",20210813
1248318,"betamethasone 100 mg/100 g cream, 15 g tube (GPP)",20221202
1130495,"betamethasone 100 mg/100 g cream, 450 g jar, 1 jar (GPP)",20191115
1199255,"betamethasone 100 mg/100 g cream, 5 g tube (GPP)",20210813
1122423,"betamethasone 50 mg/100 g + calcipotriol 5 mg/100 g gel, 15 g bottle, 1 box (GPP)",20190815
1231101,"betamethasone 50 mg/100 g + salicylic acid 3 g/100 g ointment, 1 x 15 g tube, 1 box (GPP)",20220413
1172546,"betamethasone 50 mg/100 g + salicylic acid 3 g/100 g ointment, 1 x 5 g tube, 1 box (GPP)",20210129
1231089,"betamethasone 50 mg/100 g + salicylic acid 3 g/100 g ointment, 15 g tube (GPP)",20220413
1172522,"betamethasone 50 mg/100 g + salicylic acid 3 g/100 g ointment, 5 g tube (GPP)",20210129
1282659,"betamethasone dipropionate 100 mg/100 g + clotrimazole 1 g/100 g cream, 1 x 15 g tube, 1 box (GPP)",20230915
1282637,"betamethasone dipropionate 100 mg/100 g + clotrimazole 1 g/100 g cream, 15 g tube (GPP)",20230915
1275540,"betamethasone dipropionate 50 mg/100 g + salicylic acid 3 g/100 g ointment, 1 x 15 g tube, 1 box (GPP)",20230715
1275529,"betamethasone dipropionate 50 mg/100 g + salicylic acid 3 g/100 g ointment, 15 g tube (GPP)",20230715
1051274,"betamethasone dipropionate 64 mg/100 g + clotrimazole 1 g/100 g + gentamicin 100 mg/100 g cream, 10 g tube, 1 box (GPP)",20190120
1206211,"betamethasone dipropionate 64 mg/100 g + fusidic acid 2 g/100 g cream, 1 x 15 g tube, 1 box (GPP)",20211029
1206173,"betamethasone dipropionate 64 mg/100 g + fusidic acid 2 g/100 g cream, 1 x 5 g tube, 1 box (GPP)",20211029
1206194,"betamethasone dipropionate 64 mg/100 g + fusidic acid 2 g/100 g cream, 15 g tube (GPP)",20211029
1206156,"betamethasone dipropionate 64 mg/100 g + fusidic acid 2 g/100 g cream, 5 g tube (GPP)",20211029
1206295,"betamethasone dipropionate 64 mg/100 g + fusidic acid 2 g/100 g ointment, 1 x 15 g tube, 1 box (GPP)",20211029
1206253,"betamethasone dipropionate 64 mg/100 g + fusidic acid 2 g/100 g ointment, 1 x 5 g tube, 1 box (GPP)",20211029
1206276,"betamethasone dipropionate 64 mg/100 g + fusidic acid 2 g/100 g ointment, 15 g tube (GPP)",20211029
1206230,"betamethasone dipropionate 64 mg/100 g + fusidic acid 2 g/100 g ointment, 5 g tube (GPP)",20211029
1290489,"betamethasone dipropionate 64 mg/100 g + salicylic acid 3 g/100 g ointment, 1 x 15 g tube, 1 box (GPP)",20240111
1290462,"betamethasone dipropionate 64 mg/100 g + salicylic acid 3 g/100 g ointment, 15 g tube (GPP)",20240111
1053134,"betamethasone valerate 100 mg/100 g + fusidic acid 2 g/100 g cream, 5 g tube, 1 box (GPP)",20190216
1240796,"betamethasone valerate 100 mg/100 g + salicylic acid 3 g/100 g ointment, 1 x 15 g tube g, 1, 1 x 15 g tube, 1 box (GPP)",20230915
1282616,"betamethasone valerate 100 mg/100 g + salicylic acid 3 g/100 g ointment, 15 g tube (GPP)",20230915
1240777,"betamethasone valerate 100 mg/100 g + salicylic acid 3 g/100 g ointment, 15 x 15 g g, 1 tube (GPP)",20220810
1150225,"betamethasone valerate 100 mg/100 g + salicylic acid 5 g/100 g cream, 100 g jar (GPP)",20241004
1150729,"betamethasone valerate 100 mg/100 g + urea 10 g/100 g cream, 100 g jar (GPP)",20200705
1052641,"betamethasone valerate 100 mg/100 g cream, 1 tube, 1 box (GPP)",20250118
1319558,"betamethasone valerate 100 mg/100 g cream, 15 g tube (GPP)",20250118
1319570,"betamethasone valerate 100 mg/100 g cream, 15 g tube, 1 box (GPP)",20250118
1207803,"betamethasone valerate 100 mg/100 g cream, 30 g jar (GPP)",20211110
1207842,"betamethasone valerate 100 mg/100 g cream, 5 g jar (GPP)",20211110
1319591,"betamethasone valerate 100 mg/100 g cream, 5 g tube (GPP)",20250118
1125669,"betamethasone valerate 100 mg/100 g cream, 500 g jar (GPP)",20200702
1323258,"betamethasone varelate 100 mg/100 g + urea 10 g/100 g cream, 1 x 30 g tube, 1 tube (GPP)",20250215
1074336,"bethanechol chloride 10 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1074358,"bethanechol chloride 10 mg tablet, 100 tablet (10 x 10 tablet strip), 1 box (GPP)",20190216
1074294,"bethanechol chloride 5 mg tablet, 10 tablet, 1 strip (GPP)",20190216
1074315,"bethanechol chloride 5 mg tablet, 100 tablet (10 x 10 tablet strip), 1 box (GPP)",20190216
1103488,"bevacizumab 100 mg/4 mL concentrate for solution for infusion, 1 vial, 1 box (GPP)",20241102
1195471,"bevacizumab 100 mg/4 mL concentrate for solution for infusion, 4 mL vial (GPP)",20210731
1300168,"bevacizumab 400 mg/16 mL concentrate for solution for infusion, 16 mL vial (GPP)",20240615
1300181,"bevacizumab 400 mg/16 mL concentrate for solution for infusion, 16 mL vial, 1 box (GPP)",20250201
1086292,"bicalutamide 150 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1086318,"bicalutamide 150 mg film-coated tablet, 28 tablet (2 x 14 tablet blister), 1 box (GPP)",20190216
1086339,"bicalutamide 50 mg film-coated tablet, 14 tablet, 1 blister (GPP)",20190216
1086259,"bicalutamide 50 mg film-coated tablet, 15 tablet, 1 blister (GPP)",20190216
1086237,"bicalutamide 50 mg film-coated tablet, 28 tablet (4 x 7 tablet blister), 1 box (GPP)",20190216
1086271,"bicalutamide 50 mg film-coated tablet, 30 tablet (2 x 15 tablet blister), 1 box (GPP)",20190216
1086216,"bicalutamide 50 mg film-coated tablet, 7 tablet, 1 blister (GPP)",20190216
1159154,"bictegravir 50 mg + emtricitabine 200 mg + tenofovir alafenamide 25 mg film-coated tablet, 30 tablet (1 x 30 tablet bottle), 1 box (GPP)",20200904
1159131,"bictegravir 50 mg + emtricitabine 200 mg + tenofovir alafenamide 25 mg film-coated tablet, 30 tablet, 1 bottle (GPP)",20200904
1222378,"bilastine 10 mg orodispersible tablet, 10 tablet, 1 blister (GPP)",20220203
1222397,"bilastine 10 mg orodispersible tablet, 50 tablet (5 x 10 tablet blister), 1 box (GPP)",20220203
1265589,"bilastine 20 mg tablet, 1 blister, 1 box (GPP)",20241117
1075521,"bilastine 20 mg tablet, 10 tablet, blister (GPP)",20241117
1265558,"bilastine 20 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20230604
1075545,"bilastine 20 mg tablet, 5 blister, 1 box (GPP)",20241117
1229106,"bimatoprost 10 mg/100 mL eye drops, solution, 1 x 3 mL bottle, 1 box (GPP)",20220330
1229083,"bimatoprost 10 mg/100 mL eye drops, solution, 3 mL bottle (GPP)",20220330
1228881,"bimatoprost 30 mg/100 mL + timolol 500 mg/100 mL eye drops, solution, 0.4 mL unit dose (GPP)",20220330
1228868,"bimatoprost 30 mg/100 mL + timolol 500 mg/100 mL eye drops, solution, 1 x 3 mL bottle, 1 box (GPP)",20220330
1228847,"bimatoprost 30 mg/100 mL + timolol 500 mg/100 mL eye drops, solution, 3 mL bottle (GPP)",20220330
1228909,"bimatoprost 30 mg/100 mL + timolol 500 mg/100 mL eye drops, solution, 30 x 0.4 mL unit dose, 1 box (GPP)",20220330
1271826,"biotin 150 mcg + calcium pantothenate 6.4 mg + cyanocobalamin 20 mg + folic acid 300 mcg + nicotinamide 20 mg + pyridoxine 2 mg + riboflavin 1.7 mg + thiamine 1.5 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20230701
1228118,"biotin 150 mcg + calcium pantothenate 6.4 mg + cyanocobalamin 20 mg + folic acid 300 mcg + nicotinamide 20 mg + pyridoxine 2 mg + riboflavin 1.7 mg + thiamine 1.5 mg film-coated tablet, 100 tablet, 1 bottle (GPP)",20220330
1271842,"biotin 150 mcg + calcium pantothenate 6.4 mg + cyanocobalamin 20 mg + folic acid 300 mcg + nicotinamide 20 mg + pyridoxine 2 mg + riboflavin 1.7 mg + thiamine 1.5 mg film-coated tablet, 1000 tablet (100 x 10 tablet blister), 1 box (GPP)",20230701
1131389,"biotin 50 mcg + calcium pantothenate 50 mg + choline bitartrate 50 mg + cyanocobalamin 50 mcg + folic acid 100 mcg + inositol 50 mg + nicotinamide 50 mg + pyridoxine hydrochloride 50 mg + riboflavin 50 mg + thiamine 50 mg capsule, soft, 40 capsule, 1 bottle (GPP)",20191115
1116092,"bisacodyl 5 mg coated tablet, 10 tablet, 1 blister (GPP)",20190614
1116118,"bisacodyl 5 mg coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190614
1116139,"bisacodyl 5 mg coated tablet, 100 tablet, 1 bottle (GPP)",20190614
1116156,"bisacodyl 5 mg coated tablet, 1000 tablet, 1 bottle (GPP)",20190614
1108084,"bisacodyl 5 mg coated tablet, 500 tablet, 1 bottle (GPP)",20190411
1079299,"bisacodyl 5 mg gastro-resistant tablet, 10 tablet, 1 strip (GPP)",20190216
1079332,"bisacodyl 5 mg gastro-resistant tablet, 1000 tablet, 1 bottle (GPP)",20190216
1079350,"bisacodyl 5 mg gastro-resistant tablet, 1000 tablet, 1 jar (GPP)",20190216
1079313,"bisacodyl 5 mg gastro-resistant tablet, 500 tablet (50 x 10 tablet strip), 1 box (GPP)",20190216
1059903,"bismuth subsalicylate 524 mg tablet, 10 tablet, 1 blister (GPP)",20190216
1059926,"bismuth subsalicylate 524 mg tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1081189,"bisoprolol fumarate 2.5 mg + hydrochlorothiazide 6.25 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1081209,"bisoprolol fumarate 2.5 mg + hydrochlorothiazide 6.25 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1056403,"bisoprolol fumarate 2.5 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1056426,"bisoprolol fumarate 2.5 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1081221,"bisoprolol fumarate 5 mg + hydrochlorothiazide 6.25 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1081245,"bisoprolol fumarate 5 mg + hydrochlorothiazide 6.25 mg film-coated tablet, 30 tablet (3 x 10 tablet blister), 1 box (GPP)",20190216
1062513,"bisoprolol fumarate 5 mg film-coated tablet, 10 tablet, 1 blister (GPP)",20190216
1062532,"bisoprolol fumarate 5 mg film-coated tablet, 100 tablet (10 x 10 tablet blister), 1 box (GPP)",20190216
1157736,"bleomycin sulfate 15 unit powder for solution for injection, 1 vial (1 x 1 vial), 1 box (GPP)",20200815
1157715,"bleomycin sulfate 15 unit powder for solution for injection, 1 vial (GPP)",20200815
1290750,"blinatumomab 35 mcg powder for concentrate and solution for solution for infusion, 1 vial (1 x 1 vial), 1 box (GPP)",20240202
1290732,"blinatumomab 35 mcg powder for concentrate and solution for solution for infusion, 1 vial (GPP)",20240202
1118441,"blinatumomab 35 mcg powder for concentrate and solution for solution for infusion, 2 vial box (GPP)",20240202
1222460,"bnt 162b2 drug substance (covid-19 mrna vaccine (nucleoside modified)) 10 mcg/1 dose concentrate for dispersion for injection, 1.3 mL vial (GPP)",20220203
1222487,"bnt 162b2 drug substance (covid-19 mrna vaccine (nucleoside modified)) 10 mcg/1 dose concentrate for dispersion for injection, 10 x 1.3 mL vial, 1 box (GPP)",20220203
1085204,"boceprevir 200 mg capsule, hard, 12 capsule, 1 blister (GPP)",20190216
1085243,"boceprevir 200 mg capsule, hard, 336 capsule (28 x 12 capsule blister), 1 box (GPP)",20190216
1085227,"boceprevir 200 mg capsule, hard, 84 capsule (7 x 12 capsule blister), 1 box (GPP)",20190216
1183127,"borax 12 g/100 g + glycerol 88 g/100 g oromucosal solution, 15 mL bottle (GPP)",20210331
1183143,"borax 12 g/100 g + glycerol 88 g/100 g oromucosal solution, 450 mL bottle (GPP)",20210331
1172719,"borax 12 g/100 mL + glycerol 88 g/100 mL oromucosal solution, 120 mL bottle (GPP)",20210129
1190903,"borax 12 g/100 mL + glycerol 88 g/100 mL oromucosal solution, 15 mL bottle (GPP)",20210604
1205489,"borax 3 g/100 mL + salicylic acid 800 mg/100 mL + talc 12 g/100 mL + zinc oxide 5.5 g/100 mL cutaneous suspension, 60 mL bottle (GPP)",20211029
1185646,"borax 5 g/100 mL + citric acid 3 g/100 mL + sulfur 3 g/100 mL + zinc oxide 5 g/100 mL + zinc sulfate 3 g/100 mL cutaneous suspension, 25 mL bottle (GPP)",20210331
