TMTID(GP),FSN,CHANGEDATE
1049204,diphenylcyclopropenone 100 mcg/100 mL cutaneous solution (GP),20190103
1049551,diphenylcyclopropenone 100 mg/100 mL cutaneous solution (GP),20190103
1049902,diphenylcyclopropenone 2 g/100 mL cutaneous solution (GP),20190103
1049454,diphenylcyclopropenone 25 mg/100 mL cutaneous solution (GP),20190103
1049607,diphenylcyclopropenone 250 mg/100 mL cutaneous solution (GP),20190103
1133394,diphenylcyclopropenone 3 g/100 mL cutaneous solution (GP),20191127
1133413,diphenylcyclopropenone 4 g/100 mL cutaneous solution (GP),20191127
1049355,diphenylcyclopropenone 5 mg/100 mL cutaneous solution (GP),20190103
1049505,diphenylcyclopropenone 50 mg/100 mL cutaneous solution (GP),20190103
1049258,diphenylcyclopropenone 500 mcg/100 mL cutaneous solution (GP),20190103
1049653,diphenylcyclopropenone 500 mg/100 mL cutaneous solution (GP),20190103
1049703,diphenylcyclopropenone 750 mg/100 mL cutaneous solution (GP),20190103
877406,diphenylpyraline-8-chlorotheophyllinate 3 mg tablet (GP),20150105
717499,diphtheria antitoxin 10000 iu/10 mL solution for injection (GP),20200118
1144851,"diphtheria toxoid 15 Lf/0.5 mL + haemophilus influenzae type b vaccine 30 mcg/0.5 mL + hepatitis B virus vaccine 10 mcg/0.5 mL + pertussis vaccine, whole cell 4 iu/0.5 mL + tetanus toxoid 10 Lf/0.5 mL suspension for injection (GP)",20200517
673550,"diphtheria toxoid 15 Lf/0.5 mL + pertussis vaccine, acellular 10 iu/0.5 mL + tetanus toxoid 5 Lf/0.5 mL suspension for injection (GP)",20170204
668748,"diphtheria toxoid 2 iu/0.5 mL + pertussis vaccine, acellular 8 mcg/0.5 mL + tetanus toxoid 20 iu/0.5 mL suspension for injection (GP)",20190714
670609,diphtheria toxoid 2 iu/0.5 mL + tetanus toxoid 20 iu/0.5 mL suspension for injection (GP),20170205
1241659,diphtheria toxoid 2 Lf/0.5 mL + filamentous haemagglutinin (FHA) 5 mcg/0.5 mL + recombinant pertussis toxin (rPT) 2 mcg/0.5 mL + tetanus toxoid 7.5 Lf/0.5 mL suspension for injection (GP),20220901
1004970,diphtheria toxoid 2 Lf/0.5 mL + filamentous haemagglutinin (FHA) 5 mcg/0.5 mL + recombinant pertussis toxin (rPT) 5 mcg/0.5 mL + tetanus toxoid 7.5 Lf/0.5 mL suspension for injection (GP),20170316
561027,"diphtheria toxoid 2 Lf/0.5 mL + pertussis vaccine, acellular 2.5 mcg/0.5 mL + tetanus toxoid 5 Lf/0.5 mL suspension for injection (GP)",20231202
979113,diphtheria toxoid 2 Lf/0.5 mL + tetanus toxoid 7.5 Lf/0.5 mL suspension for injection (GP),20170204
1020320,diphtheria toxoid 2 Lf/0.5 mL + tetanus toxoid 8.8 Lf/0.5 mL suspension for injection (GP),20171202
668782,"diphtheria toxoid 2.5 Lf/0.5 mL + pertussis vaccine, acellular 8 mcg/0.5 mL + poliomyelitis, inactived type 1 (vero cell) 40 D antigen unit/0.5 mL + poliomyelitis, inactived type 2 (vero cell) 8 D antigen unit/0.5 mL + poliomyelitis, inactived type 3 (vero cell) 32 D antigen unit/0.5 mL + tetanus toxoid 5 Lf/0.5 mL suspension for injection (GP)",20170205
668332,"diphtheria toxoid 2.8 iu/0.5 mL + pertussis vaccine, acellular 2.5 mcg/0.5 mL + poliomyelitis, inactived type 1 (vero cell) 40 D antigen unit/0.5 mL + poliomyelitis, inactived type 2 (vero cell) 8 D antigen unit/0.5 mL + poliomyelitis, inactived type 3 (vero cell) 32 D antigen unit/0.5 mL + tetanus toxoid 7 iu/0.5 mL suspension for injection (GP)",20190628
907835,"diphtheria toxoid 20 iu/0.5 mL + haemophilus influenzae type b vaccine 12 mcg/0.5 mL + hepatitis B virus vaccine 10 mcg/0.5 mL + pertussis vaccine, acellular 25 mcg/0.5 mL + poliomyelitis, inactived type 1 (vero cell) 40 D antigen unit/0.5 mL + poliomyelitis, inactived type 2 (vero cell) 8 D antigen unit/0.5 mL + poliomyelitis, inactived type 3 (vero cell) 32 D antigen unit/0.5 mL + tetanus toxoid 40 iu/0.5 mL suspension for injection (GP)",20170616
1038966,diphtheria toxoid 20 Lf/0.5 mL + haemophilus influenzae type b vaccine 10 mcg/0.5 mL + hepatitis B virus vaccine 10 mcg/0.5 mL + pertussis 4 iu/0.5 mL + tetanus toxoid 5 Lf/0.5 mL suspension for injection (GP),20180831
846146,"diphtheria toxoid 20 Lf/0.5 mL + hepatitis B virus vaccine 10 mcg/0.5 mL + pertussis, inactived 12 OU/0.5 mL + tetanus toxoid 7.5 Lf/0.5 mL suspension for injection (GP)",20170204
741612,"diphtheria toxoid 20 Lf/0.5 mL + pertussis vaccine, inactivated bordetella 12 iu/0.5 mL + tetanus toxoid 7.5 Lf/0.5 mL suspension for injection (GP)",20170204
669146,"diphtheria toxoid 25 Lf/0.5 mL + haemophilus influenzae type b vaccine 10 mcg/0.5 mL + hepatitis B virus vaccine 10 mcg/0.5 mL + pertussis vaccine, acellular 25 mcg/0.5 mL + poliomyelitis, inactived type 1 (vero cell) 40 D antigen unit/0.5 mL + poliomyelitis, inactived type 2 (vero cell) 8 D antigen unit/0.5 mL + poliomyelitis, inactived type 3 (vero cell) 32 D antigen unit/0.5 mL + tetanus toxoid 10 Lf/0.5 mL suspension for injection (GP)",20170205
669840,"diphtheria toxoid 25 Lf/0.5 mL + haemophilus influenzae type b vaccine 10 mcg/0.5 mL + pertussis vaccine, acellular 20 mcg/0.5 mL + poliomyelitis, inactived type 1 (vero cell) 40 D antigen unit/0.5 mL + poliomyelitis, inactived type 2 (vero cell) 8 D antigen unit/0.5 mL + poliomyelitis, inactived type 3 (vero cell) 32 D antigen unit/0.5 mL + tetanus toxoid 5 Lf/0.5 mL suspension for injection (GP)",20170204
1038662,diphtheria toxoid 25 Lf/0.5 mL + haemophilus influenzae type b vaccine 11 mcg/0.5 mL + hepatitis B virus vaccine 12.5 mcg/0.5 mL + pertussis 4 iu/0.5 mL + tetanus toxoid 5.5 Lf/0.5 mL suspension for injection (GP),20180831
672945,"diphtheria toxoid 25 Lf/0.5 mL + hepatitis B virus vaccine 10 mcg/0.5 mL + pertussis vaccine, whole cell 4 iu/0.5 mL + tetanus toxoid 5 Lf/0.5 mL suspension for injection (GP)",20131215
672899,"diphtheria toxoid 25 Lf/0.5 mL + pertussis vaccine, whole cell 4 iu/0.5 mL + tetanus toxoid 5 Lf/0.5 mL suspension for injection (GP)",20170204
560953,diphtheria toxoid 30 iu/0.5 mL + haemophilus influenzae type b vaccine 10 mcg/0.5 mL + hepatitis B virus vaccine 10 mcg/0.5 mL + pertussis 4 iu/0.5 mL + tetanus toxoid 60 iu/0.5 mL suspension for injection (GP),20160430
1133445,"diphtheria toxoid 30 iu/0.5 mL + haemophilus influenzae type b vaccine 10 mcg/0.5 mL + hepatitis B virus vaccine 10 mcg/0.5 mL + pertussis vaccine, whole cell 4 iu/0.5 mL + tetanus toxoid 40 iu/0.5 mL suspension for injection (GP)",20191212
669076,"diphtheria toxoid 30 iu/0.5 mL + haemophilus influenzae type b vaccine 10 mcg/0.5 mL + pertussis vaccine, acellular 25 mcg/0.5 mL + poliomyelitis, inactived type 1 (vero cell) 40 D antigen unit/0.5 mL + poliomyelitis, inactived type 2 (vero cell) 8 D antigen unit/0.5 mL + poliomyelitis, inactived type 3 (vero cell) 32 D antigen unit/0.5 mL + tetanus toxoid 40 iu/0.5 mL suspension for injection (GP)",20190714
673453,"diphtheria toxoid 30 iu/0.5 mL + haemophilus influenzae type b vaccine 10 mcg/0.5 mL + pertussis vaccine, acellular 4 iu/0.5 mL + tetanus toxoid 60 iu/0.5 mL concentrate and solvent for suspension for injection (GP)",20220203
792155,"diphtheria toxoid 30 iu/0.5 mL + haemophilus influenzae type b vaccine 10 mcg/0.5 mL + pertussis vaccine, whole cell 10 mcg/0.5 mL + tetanus toxoid 40 iu/0.5 mL solution for injection (GP)",20190802
862882,"diphtheria toxoid 30 iu/0.5 mL + haemophilus influenzae type b vaccine 10 mcg/0.5 mL + pertussis vaccine, whole cell 25 mcg/0.5 mL + poliomyelitis, inactived type 1 (vero cell) 40 D antigen unit/0.5 mL + poliomyelitis, inactived type 2 (vero cell) 8 D antigen unit/0.5 mL + poliomyelitis, inactived type 3 (vero cell) 32 D antigen unit/0.5 mL + tetanus toxoid 40 iu/0.5 mL powder and suspension for suspension for injection (GP)",20170204
669903,"diphtheria toxoid 30 iu/0.5 mL + haemophilus influenzae type b vaccine 10 mcg/0.5 mL + pertussis vaccine, whole cell 25 mcg/0.5 mL + poliomyelitis, inactived type 1 (vero cell) 40 D antigen unit/0.5 mL + poliomyelitis, inactived type 2 (vero cell) 8 D antigen unit/0.5 mL + poliomyelitis, inactived type 3 (vero cell) 32 D antigen unit/0.5 mL + tetanus toxoid 40 iu/0.5 mL suspension for injection (GP)",20190714
1119413,"diphtheria toxoid 30 iu/0.5 mL + haemophilus influenzae type b vaccine 11 mcg/0.5 mL + hepatitis B virus vaccine 12.5 mcg/0.5 mL + pertussis vaccine, whole cell 4 iu/0.5 mL + tetanus toxoid 60 iu/0.5 mL suspension for injection (GP)",20190714
673606,"diphtheria toxoid 30 iu/0.5 mL + hepatitis B virus vaccine 10 mcg/0.5 mL + pertussis vaccine, acellular 4 iu/0.5 mL + tetanus toxoid 60 iu/0.5 mL suspension for injection (GP)",20170204
673495,"diphtheria toxoid 30 iu/0.5 mL + pertussis vaccine, acellular 25 mcg/0.5 mL + poliomyelitis, inactived type 1 (vero cell) 40 D antigen unit/0.5 mL + poliomyelitis, inactived type 2 (vero cell) 8 D antigen unit/0.5 mL + poliomyelitis, inactived type 3 (vero cell) 32 D antigen unit/0.5 mL + tetanus toxoid 40 iu/0.5 mL suspension for injection (GP)",20170205
668965,"diphtheria toxoid 30 iu/0.5 mL + pertussis vaccine, acellular 25 mcg/0.5 mL + tetanus toxoid 40 iu/0.5 mL suspension for injection (GP)",20190714
669608,"diphtheria toxoid 30 iu/0.5 mL + pertussis vaccine, whole cell 4 iu/0.5 mL + tetanus toxoid 60 iu/0.5 mL suspension for injection (GP)",20190802
668846,diphtheria toxoid 5 iu/0.5 mL + tetanus toxoid 40 iu/0.5 mL suspension for injection (GP),20160305
672823,diphtheria toxoid 5 Lf/0.5 mL + tetanus toxoid 5 Lf/0.5 mL suspension for injection (GP),20170205
673955,diphtheria toxoid 5 mcg/0.5 mL + pneumococcal polysaccharide serotype 1 1 mcg/0.5 mL + pneumococcal polysaccharide serotype 14 1 mcg/0.5 mL + pneumococcal polysaccharide serotype 18C 3 mcg/0.5 mL + pneumococcal polysaccharide serotype 19F 3 mcg/0.5 mL + pneumococcal polysaccharide serotype 23F 1 mcg/0.5 mL + pneumococcal polysaccharide serotype 4 3 mcg/0.5 mL + pneumococcal polysaccharide serotype 5 1 mcg/0.5 mL + pneumococcal polysaccharide serotype 6B 1 mcg/0.5 mL + pneumococcal polysaccharide serotype 7F 1 mcg/0.5 mL + pneumococcal polysaccharide serotype 9V 1 mcg/0.5 mL + protein D 13 mcg/0.5 mL + tetanus toxoid 8 mcg/0.5 mL suspension for injection (GP),20170205
668473,diphtheria toxoid 56 iu/1 mL + tetanus toxoid 21 iu/1 mL suspension for injection (GP),20190628
532627,"dipotassium clorazepate 5 mg capsule, hard (GP)",20190531
213048,dipyridamole 10 mg/2 mL solution for infusion (GP),20150805
213053,dipyridamole 25 mg coated tablet (GP),20130627
213069,"dipyridamole 75 mg capsule, hard (GP)",20150703
213076,dipyridamole 75 mg coated tablet (GP),20130627
954582,"diquafosol sodium 3 g/100 mL eye drops, solution (GP)",20161116
213105,disodium clodronate 300 mg/5 mL concentrate for solution for infusion (GP),20150804
213082,"disodium clodronate 400 mg capsule, hard (GP)",20150703
213114,disodium clodronate 800 mg film-coated tablet (GP),20130627
233262,disulfiram 500 mg tablet (GP),20130805
985268,dithranol 1 g/100 g cream (GP),20160605
706181,dithranol 1 g/100 g ointment (GP),20140118
918717,dithranol 1.5 g/100 g ointment (GP),20150404
953307,dithranol 100 mg/100 g + salicylic acid 100 mg/100 g ointment (GP),20150703
705886,dithranol 100 mg/100 g ointment (GP),20140118
706238,dithranol 2 g/100 g ointment (GP),20140118
705935,dithranol 200 mg/100 g ointment (GP),20140118
918481,dithranol 250 mg/100 g ointment (GP),20150404
706286,dithranol 3 g/100 g ointment (GP),20140118
705988,dithranol 300 mg/100 g ointment (GP),20140118
706335,dithranol 4 g/100 g ointment (GP),20140118
706031,dithranol 400 mg/100 g ointment (GP),20140118
953311,dithranol 500 mg/100 g + salicylic acid 100 mg/100 g ointment (GP),20150703
986591,dithranol 500 mg/100 g cream (GP),20160605
706083,dithranol 500 mg/100 g ointment (GP),20140118
706134,dithranol 800 mg/100 g ointment (GP),20140118
763251,"dl-alpha-tocopheryl acetate 50 iu/1 mL oral drops, solution (GP)",20140407
561350,dobutamine 250 mg powder for concentrate for solution for infusion (GP),20160904
653572,dobutamine 250 mg/20 mL concentrate for solution for infusion (GP),20141004
561070,dobutamine 250 mg/5 mL concentrate for solution for infusion (GP),20160904
807196,docetaxel 10 mg/0.5 mL concentrate for solution for infusion (GP),20161106
213122,docetaxel 10 mg/1 mL concentrate for solution for infusion (GP),20161106
947849,docetaxel 120 mg/6 mL concentrate for solution for infusion (GP),20150614
1017150,docetaxel 160 mg/8 mL concentrate for solution for infusion (GP),20171103
767213,docetaxel 20 mg/0.5 mL concentrate and solvent for solution for infusion (GP),20161105
213133,docetaxel 20 mg/0.5 mL concentrate for solution for infusion (GP),20150804
667622,docetaxel 20 mg/1 mL concentrate and solvent for solution for infusion (GP),20131130
795999,docetaxel 20 mg/1 mL concentrate for solution for infusion (GP),20161106
213146,docetaxel 20 mg/2 mL concentrate for solution for infusion (GP),20161106
213151,docetaxel 20 mg/2 mL solution for infusion (GP),20161106
877900,docetaxel 40 mg/1 mL concentrate for solution for infusion (GP),20161105
796830,docetaxel 40 mg/1 mL solution for infusion (GP),20170218
887229,docetaxel 80 mg/2 mL concentrate and solvent for solution for infusion (GP),20161105
213180,docetaxel 80 mg/2 mL concentrate for solution for infusion (GP),20150804
1022567,docetaxel 80 mg/4 mL concentrate and solvent for solution for infusion (GP),20180113
947798,docetaxel 80 mg/4 mL concentrate for solution for infusion (GP),20150614
911768,docetaxel 80 mg/8 mL concentrate for solution for infusion (GP),20161105
1017477,"docusate sodium 500 mg/100 mL ear drops, solution (GP)",20171104
1293931,dog (Canis familiaris) hair allergen extract 50 mg/1 mL solution for skin-prick test (GP),20240328
1303699,dolutegravir 10 mg dispersible tablet (GP),20240802
1193971,dolutegravir 50 mg + emtricitabine 200 mg + tenofovir alafenamide 25 mg film-coated tablet (GP),20210715
1160442,dolutegravir 50 mg + lamivudine 300 mg + tenofovir disoproxil fumarate 300 mg film-coated tablet (GP),20200920
1232364,dolutegravir 50 mg + lamivudine 300 mg film-coated tablet (GP),20220428
1002341,dolutegravir 50 mg film-coated tablet (GP),20170114
300833,domperidone 10 mg film-coated tablet (GP),20130805
255163,domperidone 10 mg tablet (GP),20150920
614679,domperidone 5 mg/5 mL oral suspension (GP),20131005
614857,domperidone 5 mg/5 mL syrup (GP),20131005
249083,donepezil hydrochloride 10 mg film-coated tablet (GP),20130805
249255,donepezil hydrochloride 10 mg orodispersible tablet (GP),20130805
249293,donepezil hydrochloride 10 mg tablet (GP),20130805
793468,donepezil hydrochloride 23 mg prolonged-release tablet (GP),20160117
796692,donepezil hydrochloride 3 mg tablet (GP),20140519
249175,donepezil hydrochloride 5 mg film-coated tablet (GP),20130805
249335,donepezil hydrochloride 5 mg orodispersible tablet (GP),20130805
249374,donepezil hydrochloride 5 mg tablet (GP),20130805
785900,dopamine hydrochloride 10 mg/1 mL concentrate for solution for infusion (GP),20160306
796745,dopamine hydrochloride 20 mg/1 mL concentrate for solution for infusion (GP),20160306
735823,dopamine hydrochloride 25 mg/1 mL concentrate for solution for infusion (GP),20160305
962627,dopamine hydrochloride 50 mg/1 mL concentrate for solution for infusion (GP),20160305
656839,doripenem 500 mg powder for solution for infusion (GP),20131102
522840,"dorzolamide 2 g/100 mL + timolol 500 mg/100 mL eye drops, solution (GP)",20130914
521875,"dorzolamide 2 g/100 mL eye drops, solution (GP)",20130914
273276,doxazosin 1 mg tablet (GP),20130805
317726,doxazosin 2 mg film-coated tablet (GP),20130805
273224,doxazosin 2 mg tablet (GP),20130805
317761,doxazosin 4 mg film-coated tablet (GP),20130805
273490,doxazosin 4 mg prolonged-release tablet (GP),20130805
273346,doxazosin 4 mg tablet (GP),20130805
273564,doxazosin 8 mg prolonged-release tablet (GP),20130805
317682,doxazosin 8 mg tablet (GP),20130805
443227,"doxepin 25 mg capsule, hard (GP)",20130805
615889,doxofylline 100 mg/5 mL syrup (GP),20131005
255734,doxofylline 400 mg tablet (GP),20130805
213095,doxorubicin hydrochloride 10 mg powder for solution for infusion (GP),20160117
212798,doxorubicin hydrochloride 10 mg/5 mL concentrate for solution for infusion (GP),20160117
213263,doxorubicin hydrochloride 20 mg/10 mL concentrate for solution for infusion (GP),20150804
213285,doxorubicin hydrochloride 50 mg powder for solution for infusion (GP),20160117
213259,doxorubicin hydrochloride 50 mg/25 mL concentrate for solution for infusion (GP),20160117
1267483,doxycycline 10 mg/1 mL oral suspension (GP),20230617
226408,"doxycycline 100 mg capsule, hard (GP)",20130805
317828,doxycycline 100 mg film-coated tablet (GP),20130805
984586,"doxycycline hyclate 500 mg endotracheopulmonary instillation, powder for solution (GP)",20160515
1298405,doxylamine succinate 10 mg + pyridoxine hydrochloride 10 mg gastro-resistant tablet (GP),20240516
840135,doxylamine succinate 25 mg film-coated tablet (GP),20140817
766816,d-panthenol 1 mg/1 mL + nicotinamide 100 mg/1 mL + pyridoxine 10 mg/1 mL + riboflavin 2 mg/1 mL + thiamine 100 mg/1 mL solution for injection (GP),20190203
1126030,dried aluminium hydroxide gel 129.6 mg + magnesium hydroxide 162 mg tablet (GP),20210429
1271874,dried aluminium hydroxide gel 200 mg + magnesium hydroxide 200 mg + simeticone 20 mg tablet (GP),20230701
