TMTID(GPU),FSN,CHANGEDATE
794527,"saccharomyces boulardii 282.5 mg capsule, hard, 1 capsule (GPU)",20140519
993814,"sacubitril 24 mg + valsartan 26 mg film-coated tablet, 1 tablet (GPU)",20161003
993879,"sacubitril 49 mg + valsartan 51 mg film-coated tablet, 1 tablet (GPU)",20161003
993931,"sacubitril 97 mg + valsartan 103 mg film-coated tablet, 1 tablet (GPU)",20161003
1249004,"safinamide 50 mg film-coated tablet, 1 tablet (GPU)",20221202
770396,"salbutamol 100 mcg/0.05 mL inhalation vapour, liquid, 10 mL bottle (GPU)",20140407
527368,"salbutamol 100 mcg/1 dose pressurised inhalation, suspension, 200 dose actuation (GPU)",20150909
235528,"salbutamol 2 mg + theophylline 60 mg tablet, 1 tablet (GPU)",20130805
247290,"salbutamol 2 mg tablet, 1 tablet (GPU)",20130805
635477,"salbutamol 2 mg/5 mL oral drops, solution, 1 L bottle (GPU)",20131005
635505,"salbutamol 2 mg/5 mL oral drops, solution, 60 mL bottle (GPU)",20131005
635420,"salbutamol 2 mg/5 mL syrup, 1 L bottle (GPU)",20131005
904330,"salbutamol 2 mg/5 mL syrup, 3.8 L bottle (GPU)",20150228
635145,"salbutamol 2 mg/5 mL syrup, 3.8 L gallon (GPU)",20131005
634858,"salbutamol 2 mg/5 mL syrup, 60 mL bottle (GPU)",20131005
848860,"salbutamol 2.5 mg/2.5 mL nebuliser solution, 2.5 mL unit dose (GPU)",20180716
780898,"salbutamol 200 mcg/1 dose inhalation powder, 200 dose inhalation (GPU)",20150907
476836,"salbutamol 4 mg film-coated tablet, 1 tablet (GPU)",20130805
319481,"salbutamol 4 mg prolonged-release capsule, hard, 1 capsule (GPU)",20130805
269383,"salbutamol 4 mg tablet, 1 tablet (GPU)",20130805
522631,"salbutamol 500 mg/100 mL nebuliser solution, 20 mL bottle (GPU)",20150909
476870,"salbutamol 8 mg film-coated tablet, 1 tablet (GPU)",20130805
319447,"salbutamol 8 mg prolonged-release capsule, hard, 1 capsule (GPU)",20130805
1014313,"salicylic acid 1 g/100 mL + talc 13.5 g/100 mL + zinc oxide 6.8 g/100 mL cutaneous solution, 60 mL bottle (GPU)",20170916
879007,"salicylic acid 1.5 g/100 mL shampoo, 120 mL bottle (GPU)",20150105
1116868,"salicylic acid 10 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 30 g jar (GPU)",20190614
950730,"salicylic acid 10 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 30 g tube (GPU)",20150614
704047,"salicylic acid 10 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 500 g jar (GPU)",20200703
1116899,"salicylic acid 10 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 30 g jar (GPU)",20190614
950776,"salicylic acid 10 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 30 g tube (GPU)",20150614
924163,"salicylic acid 10 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 15 g jar (GPU)",20190803
924214,"salicylic acid 10 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 150 g jar (GPU)",20190803
893063,"salicylic acid 10 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 30 g jar (GPU)",20200703
703881,"salicylic acid 10 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 500 g jar (GPU)",20200703
924673,"salicylic acid 10 g/100 g cream, 10 g bottle (GPU)",20150404
966910,"salicylic acid 10 g/100 g cream, 10 g jar (GPU)",20200704
924641,"salicylic acid 10 g/100 g cream, 100 g bottle (GPU)",20150404
885071,"salicylic acid 10 g/100 g cream, 30 g jar (GPU)",20200815
703322,"salicylic acid 10 g/100 g cream, 500 g jar (GPU)",20200702
889885,"salicylic acid 10 g/100 g ointment, 1 g jar (GPU)",20200702
924694,"salicylic acid 10 g/100 g ointment, 15 g jar (GPU)",20190803
924747,"salicylic acid 10 g/100 g ointment, 150 g jar (GPU)",20190803
892901,"salicylic acid 10 g/100 g ointment, 30 g jar (GPU)",20200702
1116691,"salicylic acid 10 g/100 g ointment, 30 g tube (GPU)",20190614
706700,"salicylic acid 10 g/100 g ointment, 500 g jar (GPU)",20200703
1258514,"salicylic acid 10 g/100 g ointment, 60 g jar (GPU)",20230401
1176239,"salicylic acid 10 g/100 mL cutaneous solution, 450 mL bottle (GPU)",20210211
1176287,"salicylic acid 10 g/100 mL cutaneous solution, 60 mL bottle (GPU)",20210211
898225,"salicylic acid 10 mg/100 mg + triamcinolone acetonide 100 mcg/100 mg cream, 10 g tube (GPU)",20150218
898176,"salicylic acid 10 mg/100 mg cream, 10 g tube (GPU)",20150218
1178154,"salicylic acid 2 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 10 g jar (GPU)",20210226
1178203,"salicylic acid 2 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 250 g jar (GPU)",20210226
1220840,"salicylic acid 2 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 50 g jar (GPU)",20220113
1173709,"salicylic acid 2 g/100 g ointment, 10 g jar (GPU)",20210129
1179245,"salicylic acid 2 g/100 g ointment, 250 g jar (GPU)",20210226
1216700,"salicylic acid 2 g/100 g ointment, 50 g jar (GPU)",20211202
704081,"salicylic acid 20 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 500 g jar (GPU)",20200703
1116921,"salicylic acid 20 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 30 g jar (GPU)",20190614
950814,"salicylic acid 20 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 30 g tube (GPU)",20150614
703921,"salicylic acid 20 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 500 g jar (GPU)",20200703
966952,"salicylic acid 20 g/100 g cream, 10 g jar (GPU)",20200704
885102,"salicylic acid 20 g/100 g cream, 30 g jar (GPU)",20200815
703379,"salicylic acid 20 g/100 g cream, 500 g jar (GPU)",20200703
924781,"salicylic acid 20 g/100 g ointment, 15 g jar (GPU)",20190803
924832,"salicylic acid 20 g/100 g ointment, 150 g jar (GPU)",20190803
892938,"salicylic acid 20 g/100 g ointment, 30 g jar (GPU)",20200703
1116720,"salicylic acid 20 g/100 g ointment, 30 g tube (GPU)",20190614
706744,"salicylic acid 20 g/100 g ointment, 500 g jar (GPU)",20200703
924558,"salicylic acid 20 mg/100 g ointment, 30 g jar (GPU)",20200703
898315,"salicylic acid 20 mg/100 mg + triamcinolone acetonide 100 mcg/100 mg cream, 10 g tube (GPU)",20150218
898273,"salicylic acid 20 mg/100 mg cream, 10 g tube (GPU)",20150218
924924,"salicylic acid 3 g/100 g + triamcinolone acetonide 10 mg/100 g cream, 100 g bottle (GPU)",20150404
924897,"salicylic acid 3 g/100 g + triamcinolone acetonide 10 mg/100 g cream, 5 g bottle (GPU)",20150404
935613,"salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 1 g jar (GPU)",20200717
895715,"salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 100 g jar (GPU)",20170806
1116950,"salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 30 g jar (GPU)",20190614
950846,"salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 30 g tube (GPU)",20150614
925284,"salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 5 g jar (GPU)",20200703
703966,"salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 500 g jar (GPU)",20200703
1116984,"salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 30 g jar (GPU)",20190614
950880,"salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 30 g tube (GPU)",20150614
1258567,"salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 60 g jar (GPU)",20230401
924251,"salicylic acid 3 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 15 g jar (GPU)",20190803
924308,"salicylic acid 3 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 150 g jar (GPU)",20190803
892986,"salicylic acid 3 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 30 g jar (GPU)",20200703
703806,"salicylic acid 3 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 500 g jar (GPU)",20200703
967034,"salicylic acid 3 g/100 g cream, 10 g jar (GPU)",20200706
936793,"salicylic acid 3 g/100 g cream, 100 g jar (GPU)",20200703
876426,"salicylic acid 3 g/100 g cream, 225 g jar (GPU)",20200703
876398,"salicylic acid 3 g/100 g cream, 30 g jar (GPU)",20200703
892870,"salicylic acid 3 g/100 g ointment, 30 g jar (GPU)",20200703
898391,"salicylic acid 3 mg/100 mg + triamcinolone acetonide 100 mcg/100 mg cream, 10 g tube (GPU)",20150218
898358,"salicylic acid 3 mg/100 mg cream, 10 g tube (GPU)",20150218
924354,"salicylic acid 40 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 15 g jar (GPU)",20190803
924401,"salicylic acid 40 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 150 g jar (GPU)",20190803
924383,"salicylic acid 40 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 30 g jar (GPU)",20190803
924429,"salicylic acid 40 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 500 g jar (GPU)",20190803
925002,"salicylic acid 40 g/100 g cream, 10 g bottle (GPU)",20150404
966999,"salicylic acid 40 g/100 g cream, 10 g jar (GPU)",20200704
925039,"salicylic acid 40 g/100 g cream, 100 g bottle (GPU)",20150404
885139,"salicylic acid 40 g/100 g cream, 30 g jar (GPU)",20200815
703426,"salicylic acid 40 g/100 g cream, 500 g jar (GPU)",20200703
906749,"salicylic acid 40 g/100 g medicated plaster, 1 plaster (GPU)",20200716
925056,"salicylic acid 40 g/100 g ointment, 15 g jar (GPU)",20190803
925104,"salicylic acid 40 g/100 g ointment, 150 g jar (GPU)",20190803
924589,"salicylic acid 40 g/100 g ointment, 30 g jar (GPU)",20200703
1030942,"salicylic acid 40 g/100 g ointment, 5 g tube (GPU)",20180518
706785,"salicylic acid 40 g/100 g ointment, 500 g jar (GPU)",20200703
945891,"salicylic acid 5 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 1 g tube (GPU)",20171104
1018310,"salicylic acid 5 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 100 g jar (GPU)",20171104
1138464,"salicylic acid 5 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 20 g tube (GPU)",20200227
1116777,"salicylic acid 5 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 30 g tube (GPU)",20190614
925324,"salicylic acid 5 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 5 g jar (GPU)",20200703
1031047,"salicylic acid 5 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 5 g tube (GPU)",20180518
704006,"salicylic acid 5 g/100 g + triamcinolone acetonide 100 mg/100 g cream, 500 g jar (GPU)",20200703
945938,"salicylic acid 5 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 1 g tube (GPU)",20150601
1116806,"salicylic acid 5 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 30 g tube (GPU)",20190614
1258611,"salicylic acid 5 g/100 g + triamcinolone acetonide 100 mg/100 g ointment, 60 g jar (GPU)",20230401
948534,"salicylic acid 5 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 1 kg jar (GPU)",20200703
924493,"salicylic acid 5 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 150 g jar (GPU)",20190803
893028,"salicylic acid 5 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 30 g jar (GPU)",20200703
1216666,"salicylic acid 5 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 5 g jar (GPU)",20211202
703847,"salicylic acid 5 g/100 g + triamcinolone acetonide 20 mg/100 g cream, 500 g jar (GPU)",20200703
939503,"salicylic acid 5 g/100 g + urea 10 g/100 g cream, 50 g jar (GPU)",20200703
948506,"salicylic acid 5 g/100 g cream, 1 kg jar (GPU)",20200703
966877,"salicylic acid 5 g/100 g cream, 10 g jar (GPU)",20200704
1150107,"salicylic acid 5 g/100 g cream, 100 g jar (GPU)",20200705
1116834,"salicylic acid 5 g/100 g cream, 30 g jar (GPU)",20190614
703276,"salicylic acid 5 g/100 g cream, 500 g jar (GPU)",20200703
925191,"salicylic acid 5 g/100 g ointment, 15 g jar (GPU)",20190803
925245,"salicylic acid 5 g/100 g ointment, 150 g jar (GPU)",20190803
924618,"salicylic acid 5 g/100 g ointment, 30 g jar (GPU)",20200703
706666,"salicylic acid 5 g/100 g ointment, 500 g jar (GPU)",20200703
1176336,"salicylic acid 5 g/100 mL cutaneous solution, 450 mL bottle (GPU)",20210211
1176389,"salicylic acid 5 g/100 mL cutaneous solution, 60 mL bottle (GPU)",20210211
898481,"salicylic acid 5 mg/100 mg + triamcinolone acetonide 100 mcg/100 mg cream, 10 g tube (GPU)",20150218
898447,"salicylic acid 5 mg/100 mg cream, 10 g tube (GPU)",20150218
878642,"salicylic acid 6 g/100 g cream, 225 g jar (GPU)",20200703
876461,"salicylic acid 6 g/100 g cream, 30 g jar (GPU)",20200703
878724,"salicylic acid 9 g/100 g cream, 225 g jar (GPU)",20200703
878690,"salicylic acid 9 g/100 g cream, 30 g jar (GPU)",20200703
723043,"salmeterol 25 mcg/1 dose pressurised inhalation, suspension, 120 dose actuation (GPU)",20150909
1273151,"sapropterin dihydrochloride 10 mg tablet, 1 tablet (GPU)",20230701
1272311,"sapropterin dihydrochloride 100 mg tablet, 1 tablet (GPU)",20230701
349598,"saquinavir 200 mg capsule, hard, 1 capsule (GPU)",20130805
330727,"saquinavir 200 mg capsule, soft, 1 capsule (GPU)",20130805
349648,"saquinavir 500 mg film-coated tablet, 1 tablet (GPU)",20130805
1239981,"sars-cov-2 spike protein 5 mcg/5 mL dispersion for injection, 5 mL vial (GPU)",20220730
1195278,"sars-cov-2 vaccine (vero cell), inactivated (19nCoV-CDC-Tan-HB02) 6.5 unit/0.5 mL suspension for injection, 0.5 mL prefilled syr (GPU)",20210727
1192164,"sars-cov-2 vaccine (vero cell), inactivated (19nCoV-CDC-Tan-HB02) 6.5 unit/0.5 mL suspension for injection, 0.5 mL vial (GPU)",20210621
1200816,"sars-cov-2 vaccine (vero cell), inactivated (19nCoV-CDC-Tan-HB02) 6.5 unit/0.5 mL suspension for injection, 1 mL vial (GPU)",20210820
1178014,"sars-cov-2 vaccine (vero cell), inactivated 600 SU/0.5 mL suspension for injection, 0.5 mL vial (GPU)",20210223
1234292,"satralizumab 120 mg/1 mL solution for injection, 1 mL prefilled syr (GPU)",20220514
708651,"saturated solution of potassium iodide oral solution oral solution, 1 mL measure (GPU)",20140118
816531,"saw palmetto berries viscous extract 160 mg + stinging nettle roots dry extract 120 mg capsule, soft, 1 capsule (GPU)",20140616
906092,"saw palmetto extract 160 mg capsule, soft, 1 capsule (GPU)",20150228
855469,"saw palmetto extract 320 mg capsule, soft, 1 capsule (GPU)",20141019
648226,"saxagliptin 2.5 mg film-coated tablet, 1 tablet (GPU)",20131005
648261,"saxagliptin 5 mg film-coated tablet, 1 tablet (GPU)",20131005
1017372,"secukinumab 150 mg powder for solution for injection, 1 vial (GPU)",20171103
1119864,"secukinumab 150 mg/1 mL solution for injection, 1 mL prefilled pen (GPU)",20190714
1242970,"secukinumab 300 mg/2 mL solution for injection, 2 mL prefilled pen (GPU)",20220915
231414,"selegiline hydrochloride 5 mg tablet, 1 tablet (GPU)",20130805
827624,"selenium sulfide 2.5 g/100 mL shampoo, 1 L bottle (GPU)",20171202
848970,"selenium sulfide 2.5 g/100 mL shampoo, 100 mL bottle (GPU)",20171202
827695,"selenium sulfide 2.5 g/100 mL shampoo, 120 mL bottle (GPU)",20171202
827653,"selenium sulfide 2.5 g/100 mL shampoo, 30 mL bottle (GPU)",20171202
765993,"selenium sulfide 2.5 g/100 mL shampoo, 40 mL bottle (GPU)",20171202
827676,"selenium sulfide 2.5 g/100 mL shampoo, 60 mL bottle (GPU)",20171202
1054136,"selexipag 1 mg film-coated tablet, 1 tablet (GPU)",20190216
1054221,"selexipag 1.2 mg film-coated tablet, 1 tablet (GPU)",20190216
1054311,"selexipag 1.4 mg film-coated tablet, 1 tablet (GPU)",20190216
1054400,"selexipag 1.6 mg film-coated tablet, 1 tablet (GPU)",20190216
1050215,"selexipag 200 mcg film-coated tablet, 1 tablet (GPU)",20190120
1053958,"selexipag 400 mcg film-coated tablet, 1 tablet (GPU)",20190216
1054041,"selexipag 600 mcg film-coated tablet, 1 tablet (GPU)",20190216
1050301,"selexipag 800 mcg film-coated tablet, 1 tablet (GPU)",20190120
1327216,"selinexor 20 mg film-coated tablet, 1 tablet (GPU)",20250313
1313492,"selpercatinib 40 mg capsule, hard, 1 capsule (GPU)",20241117
1306503,"selumetinib 10 mg capsule, hard, 1 capsule (GPU)",20240831
1305706,"selumetinib 25 mg capsule, hard, 1 capsule (GPU)",20240831
1148721,"semaglutide 1.34 mg/1 mL solution for injection, 1.5 mL prefilled pen (GPU)",20200614
1148784,"semaglutide 1.34 mg/1 mL solution for injection, 3 mL prefilled pen (GPU)",20200615
1233458,"semaglutide 14 mg tablet, 1 tablet (GPU)",20220428
1233541,"semaglutide 3 mg tablet, 1 tablet (GPU)",20220428
1233637,"semaglutide 7 mg tablet, 1 tablet (GPU)",20220428
687120,"senna glycosides 7.5 mg tablet, 1 tablet (GPU)",20140104
870068,"sennosides B 7.5 mg tablet, 1 tablet (GPU)",20141129
1322174,"serplulimab 100 mg/10 mL concentrate for solution for infusion, 10 mL vial (GPU)",20250201
440622,"serratiopeptidase 10 mg coated tablet, 1 tablet (GPU)",20130805
248913,"serratiopeptidase 10 mg film-coated tablet, 1 tablet (GPU)",20130805
301643,"serratiopeptidase 5 mg coated tablet, 1 tablet (GPU)",20130805
248868,"serratiopeptidase 5 mg film-coated tablet, 1 tablet (GPU)",20150214
789775,"serratiopeptidase 5 mg gastro-resistant tablet, 1 tablet (GPU)",20140504
440740,"serratiopeptidase 5 mg tablet, 1 tablet (GPU)",20130805
810618,"sertaconazole nitrate 2 g/100 g cream, 20 g tube (GPU)",20140602
810589,"sertaconazole nitrate 2 g/100 g cream, 5 g tube (GPU)",20140602
652112,"sertaconazole nitrate 300 mg vaginal tablet, 1 tablet (GPU)",20131005
652165,"sertaconazole nitrate 500 mg vaginal tablet, 1 tablet (GPU)",20131005
652288,"sertraline 100 mg film-coated tablet, 1 tablet (GPU)",20131005
652235,"sertraline 50 mg film-coated tablet, 1 tablet (GPU)",20131005
1025012,"sertraline 50 mg orodispersible tablet, 1 tablet (GPU)",20180302
687196,"sevelamer carbonate 800 mg film-coated tablet, 1 tablet (GPU)",20160403
1050449,"sevelamer carbonate 800 mg powder for oral suspension, 800 mg sachet (GPU)",20190120
524728,"sevoflurane 100 mL/100 mL inhalation vapour, liquid, 250 mL bottle (GPU)",20150804
649655,"sildenafil 100 mg film-coated tablet, 1 tablet (GPU)",20131005
1296387,"sildenafil 100 mg orodispersible film, 100 mg sachet (GPU)",20240412
999777,"sildenafil 2 mg/1 mL oral suspension, 20 mL bottle (GPU)",20161203
1007491,"sildenafil 2 mg/1 mL oral suspension, 30 mL bottle (GPU)",20170414
1156019,"sildenafil 2 mg/1 mL oral suspension, 50 mL bottle (GPU)",20200801
649369,"sildenafil 20 mg film-coated tablet, 1 tablet (GPU)",20131005
1270407,"sildenafil 5 mg/1 mL oral suspension, 20 mL bottle (GPU)",20230617
649705,"sildenafil 50 mg film-coated tablet, 1 tablet (GPU)",20131005
864063,"silibinin 350 mg powder for solution for infusion, 100 mL vial (GPU)",20141123
864037,"silibinin 350 mg powder for solution for infusion, 50 mL vial (GPU)",20141123
687261,"silodosin 4 mg film-coated tablet, 1 tablet (GPU)",20140104
773784,"silver nitrate 1 g/100 mL eye drops, solution, 5 mL bottle (GPU)",20140407
914682,"silver nitrate 10 g/100 mL cutaneous solution, 10 mL bottle (GPU)",20150314
1150468,"silver nitrate 10 g/100 mL cutaneous solution, 60 mL bottle (GPU)",20200705
